StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	informed_consent	group_sorting_1	group_sorting_2	group_sorting_3	group_sorting_4	group_sorting_5	control_hypothesis	control_design	control_analysis	control_rdm	control_workflow	control_attention	control_collab	control_preparatory	control_duration	control_stress	control_qrp	prereg_hypothesis	prereg_design	prereg_analysis	prereg_rmd	prereg_workflow	prereg_attention	prereg_collab	prereg_preparatory	prereg_duration	prereg_stress	prereg_qrp	rr_hypothesis	rr_design	rr_analysis	rr_rmd	rr_workflow	rr_attention	rr_collab	rr_preparatory	rr_duration	rr_stress	rr_qrp	other_hypothesis	other_desing	other_analysis	other_rdm	other_workflow	other_attention	other_collab	other_preparatory	other_duration	other_stress	other_qrp	planning	recommend	research_type	research_type_6_TEXT	field	group	comment	changed_comment
2020-01-21 11:55:07	2020-01-21 11:56:29	IP Address	100	81	True	2020-01-21 11:56:30	R_3HvlkZF7E7bcfsO	email	EN	Yes	No	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	6	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	6	"4
Did not change"	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Hypothesis testing	NA	Social neuroscience	prereg	NA	NA
2020-01-21 11:46:25	2020-01-21 11:57:55	IP Address	100	690	True	2020-01-21 11:57:55	R_RQYcj0qUtBQjgbL	email	EN	Yes	Yes	Yes	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"7
Got more thought-through"	5	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	2	Very Strongly Agree	Always	Very Strongly Agree	Hypothesis testing	NA	Psycholinguistics	other	The main issue that I've experienced is that later on reviewers tell me to change the analyses I've reported in the manuscript, which I then refuse to do because I've pre-registered them. This is quite frustrating. So in the end I'm including multiple analyses testing the same thing in my article to please the reviewers and also stick to my preregistration. It's a bit redundant.	NA
2020-01-21 11:59:17	2020-01-21 12:01:32	IP Address	100	134	True	2020-01-21 12:01:32	R_XHsUNkvp0zJBWE1	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Four"	5	3	3	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-01-21 12:01:30	2020-01-21 12:04:06	IP Address	100	155	True	2020-01-21 12:04:06	R_1hWsCk170N5ejCs	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	5	"4
Did not change"	"4
Did not change"	"4
Four"	5	"7
Improved"	"4
Did not change"	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Hypothesis testing	NA	developmental, cognitive	prereg	NA	NA
2020-01-21 12:10:08	2020-01-21 12:13:13	IP Address	100	184	True	2020-01-21 12:13:14	R_YQZJ1gliM1SB1u1	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	6	"7
Got more thought-through"	6	"4
Did not change"	"4
Four"	5	"7
Improved"	"4
Did not change"	"4
Did not change"	Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Very Strongly Agree	Hypothesis testing	NA	Human learning and education	prereg	NA	NA
2020-01-21 12:14:47	2020-01-21 12:19:38	IP Address	100	290	True	2020-01-21 12:19:38	R_2zFQeakiIr2uuev	email	EN	Yes	No	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	6	6	5	"4
Four"	5	5	"4
Did not change"	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Strongly Agree	Qualitative research	NA	Consumer psychology	prereg	NA	NA
2020-01-16 19:34:55	2020-01-21 12:25:46	IP Address	100	406251	True	2020-01-21 12:25:47	R_2aCPEPGUWlTG5Uv	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	6	"4
Did not change"	"4
Four"	I do not know	5	3	3	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Hypothesis testing	NA	social cognitive psychology	prereg	NA	NA
2020-01-21 12:55:14	2020-01-21 12:56:33	IP Address	100	79	True	2020-01-21 12:56:33	R_eW3rlhd2GKyXrot	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	5	5	3	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Hypothesis testing	NA	social	prereg	NA	NA
2020-01-21 12:40:33	2020-01-21 13:05:21	IP Address	100	1488	True	2020-01-21 13:05:21	R_10HEBo3owVlU3yI	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	3	2	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	evolutionary biology, evolutionary psychology	prereg	"Possibly, it is not a good idea to ask to check ""4"" in the attention test - it corresponds to ""not changed"" in the previous questions... It is sometimes difficult/impossible to follow the preregistered method of data analysis - a more flexible approach is usually necessary. My Results have usually two parts - the confirmatory part (which follows the preregistered protocol) and the exploratory part (which uses the methods more appropriate for the obtained data)."	NA
2020-01-21 13:04:56	2020-01-21 13:08:22	IP Address	100	206	True	2020-01-21 13:08:22	R_3PLTpjzOV5av1xu	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"7
Got more thought-through"	"7
Got more thought-through"	5	"4
Four"	"4
Did not change"	6	3	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Strongly Agree	Hypothesis testing	NA	Experimental Psychology	prereg	NA	NA
2020-01-21 13:12:47	2020-01-21 13:15:54	IP Address	100	187	True	2020-01-21 13:15:54	R_1dg0wEzp87rGOi2	email	EN	Yes	No	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	5	"4
Did not change"	"4
Four"	"4
Did not change"	"7
Improved"	2	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Agree	Hypothesis testing	NA	Differential psychology	prereg	NA	NA
2020-01-21 13:14:08	2020-01-21 13:23:48	IP Address	100	579	True	2020-01-21 13:23:48	R_24kJ3nxc8jjzVzo	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	"7
Got better"	"7
Improved"	3	3	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Hypothesis testing	NA	Developmental Psychology	prereg	Pre-registration makes you probably spent way more time at the initial steps of your research to write the pre-registration document, before you start collecting data. However, it can save a lot of time once you write the paper because you already have a good amount of work ready in your preregistration.  The only thing that refrain me to preregister all my studies, is that I am an associate professor in a country in which English is not the first language of my students. So not all of them are able to write a pre-registration for their study. I am considering still ask them to write a pre-registration in their first language, but I am worried that reviewers may not accept it as a real pre-registration.	NA
2020-01-16 18:21:55	2020-01-21 13:43:00	IP Address	100	415265	True	2020-01-21 13:43:01	R_BRth86KL2RGT1FD	email	EN	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	5	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	I do not know	"7
Improved"	"1
Was longer"	"1
Was increased"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Disagree	Hypothesis testing	NA	cognitive neuroscience	prereg	NA	NA
2020-01-21 13:56:17	2020-01-21 14:01:02	IP Address	100	284	True	2020-01-21 14:01:02	R_2Vf01udewtYjCGJ	email	EN	Yes	No	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	Not applicable	Not applicable	"4
Did not change"	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Strongly Agree	Estimation	NA	Applied linguistics	prereg	NA	NA
2020-01-21 14:00:43	2020-01-21 14:02:51	IP Address	100	128	True	2020-01-21 14:02:52	R_1QmdTAdqgwl5mB3	email	EN	Yes	No	Yes	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	6	"4
Did not change"	"4
Did not change"	3	Very Strongly Agree	Frequently	Strongly Agree	Hypothesis testing	NA	Social psychology	other	NA	NA
2020-01-21 13:54:11	2020-01-21 14:04:33	IP Address	100	621	True	2020-01-21 14:04:33	R_3k6OrypK6J2aphC	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"4
Did not change"	"7
Got more thought-through"	"7
Got more thought-through"	5	"4
Four"	"4
Did not change"	6	2	5	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Agree	Hypothesis testing	NA	Social psychology	prereg	Pre-registration helped me as a protection from bad practices that my superiors have (and expect me to have). As a PhD candidate it's not easy, but everyday I get less resistance, although I couldn't convince them to make a RR. I also try to teach OS to my colleagues, and some (a few) get excited, but most are still seeing pre-registration as a complication. I hope this will change over time	NA
2020-01-21 14:16:28	2020-01-21 14:20:45	IP Address	100	257	True	2020-01-21 14:20:45	R_1lAFLxoIIRBypxk	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	5	"7
Got more thought-through"	5	5	"4
Four"	5	6	2	3	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	Communication	prereg	NA	NA
2020-01-21 14:59:50	2020-01-21 15:01:51	IP Address	100	120	True	2020-01-21 15:01:51	R_11Z9zHzKw9KsMnl	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	5	3	3	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Never	Very Strongly Agree	Estimation	NA	social	prereg	"Currenlty in industry so ""never"" to prereg above. Otherwise would be always."	NA
2020-01-21 15:07:02	2020-01-21 15:09:11	IP Address	100	128	True	2020-01-21 15:09:11	R_2QmO5XvAE60cs4w	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	6	6	"7
Got more thought-through"	5	"4
Four"	6	"4
Did not change"	3	6	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Disagree	Hypothesis testing	NA	Organizational behavior	prereg	NA	NA
2020-01-21 15:05:24	2020-01-21 15:10:42	IP Address	100	318	True	2020-01-21 15:10:43	R_25dh7QeTSWKwqGJ	email	EN	Yes	Yes	Yes	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	5	6	2	3	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Hypothesis testing	NA	Social psych	prereg	NA	NA
2020-01-21 15:09:13	2020-01-21 15:13:04	IP Address	100	230	True	2020-01-21 15:13:04	R_3IVwjbFoO3WUblv	email	EN	Yes	No	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"7
Got more thought-through"	"4
Did not change"	"4
Four"	"4
Did not change"	3	"1
Was longer"	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Neither Agree or Disagree	Hypothesis testing	NA	computational cognitive neuroscience	prereg	I have completed one pre-registered study at the request of reviewers (they wanted me to complete a pre-registered replication for some of my experiment results). So, this study was not necessarily a normal example of a pre-registered report (since it was done post-hoc).	NA
2020-01-21 15:21:21	2020-01-21 15:26:30	IP Address	100	308	True	2020-01-21 15:26:31	R_W34dzkzc6gwyDq9	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	5	5	6	"4
Four"	"4
Did not change"	5	3	"4
Did not change"	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Hypothesis testing	NA	IO Psychology	prereg	Pre-registration is still not really recognised in the field of IO and especially not when you are in an interesction to computer science - they don't know what this is and why someone should do it. Additionally, reporting everything that is preregistered has the downside that the papers tend to get longer which is an issue for some journals with word limits. Plus: reviewers sometimes have even criticized that I report non-significant results	NA
2020-01-21 15:58:30	2020-01-21 16:04:15	IP Address	100	345	True	2020-01-21 16:04:15	R_3iJDRidtuqK8rVF	email	EN	Yes	No	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Four"	"4
Did not change"	"4
Did not change"	3	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Estimation	NA	clinical epidemiology	prereg	NA	NA
2020-01-21 16:05:05	2020-01-21 16:08:54	IP Address	100	229	True	2020-01-21 16:08:55	R_78spwG70v7kWUKd	email	EN	Yes	Yes	Yes	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	6	6	"4
Four"	"7
Got better"	"7
Improved"	"4
Did not change"	"7
Was reduced"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Strongly Agree	Hypothesis testing	NA	social psychology	prereg	Thank you for doing this study!	NA
2020-01-21 16:07:08	2020-01-21 16:09:35	IP Address	100	147	True	2020-01-21 16:09:36	R_PthdwK7RVDyqnAt	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	6	"7
Got more thought-through"	5	"4
Did not change"	"4
Four"	"4
Did not change"	6	3	"4
Did not change"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Agree	Hypothesis testing	NA	Cognitive psychology	prereg	NA	NA
2020-01-16 17:08:41	2020-01-21 16:54:11	IP Address	100	431130	True	2020-01-21 16:54:12	R_3F5640qxxeNi4DI	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	"7
Got better"	5	"4
Did not change"	"4
Did not change"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	social and personality psychology	prereg	Some aspect of open science that I think could use more standardization:  1) Organization of repository pages so that readers can figure out how to navigate the files without having to contact the author. E.g., READMEs that are as detailed as the ones you might find on good github pages. 2) How to report deviations from pre-registered protocols. 3) Having a pre-registration, open materials, and open data without compromising blind review.	NA
2020-01-21 17:06:02	2020-01-21 17:08:16	IP Address	100	133	True	2020-01-21 17:08:16	R_3gFoMxFPMHv81Y5	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	"7
Got more thought-through"	5	5	"4
Four"	"4
Did not change"	6	3	3	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Disagree	Modeling	NA	cognitive neuroscience	prereg	NA	NA
2020-01-21 17:27:43	2020-01-21 17:33:06	IP Address	100	323	True	2020-01-21 17:33:07	R_2rIUJVnxbq6eVIC	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	5	5	"4
Did not change"	5	"4
Four"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"1
Was increased"	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Agree	Hypothesis testing	NA	Developmental psychology; visual perception	prereg	I found it stressful waiting for input from collaborators when data collection was due to start imminently (e.g., if the school holidays were approaching and I needed to collect child data at that point). In terms of supervision, it gave me much more work up front at the beginning of the project, but then at the end it was very quick between end of data collection and publication. I think the pre-registration process may have made the review process easier, but I don't have evidence for that!	NA
2020-01-21 17:30:25	2020-01-21 17:33:45	IP Address	100	199	True	2020-01-21 17:33:45	R_25Lq0FbZkgM0QKd	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	5	5	"4
Four"	"4
Did not change"	6	"4
Did not change"	"4
Did not change"	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Agree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-01-21 18:00:40	2020-01-21 18:03:46	IP Address	100	185	True	2020-01-21 18:03:46	R_1lzrVlezryHXFjx	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	5	5	"4
Did not change"	"4
Four"	"4
Did not change"	5	3	3	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Frequently	Agree	Hypothesis testing	NA	Social	prereg	NA	NA
2020-01-21 18:53:59	2020-01-21 18:59:28	IP Address	100	328	True	2020-01-21 18:59:28	R_1guSUepEKf68fPa	email	EN	Yes	Yes	Yes	Yes	No	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"7
Got more thought-through"	"7
Got more thought-through"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	6	3	"4
Did not change"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Strongly Agree	Hypothesis testing	NA	judgment and decision making / social psychology	prereg	NA	NA
2020-01-21 16:28:47	2020-01-21 19:30:57	IP Address	100	10929	True	2020-01-21 19:30:57	R_1eEFxnj2eqPBxtH	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	"4
Did not change"	"7
Improved"	"1
Was longer"	"7
Was reduced"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Agree	Hypothesis testing	NA	person perception	prereg	NA	NA
2020-01-21 20:06:22	2020-01-21 20:08:04	IP Address	100	102	True	2020-01-21 20:08:04	R_tDqEaAa7SFGUrWF	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	6	6	5	"4
Four"	"4
Did not change"	6	"4
Did not change"	6	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Disagree	Hypothesis testing	NA	social psychology	prereg	NA	NA
2020-01-21 20:02:32	2020-01-21 20:09:48	IP Address	100	436	True	2020-01-21 20:09:48	R_3HA1cZPmL96IO4p	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	6	5	"4
Four"	"4
Did not change"	"4
Did not change"	I do not know	"4
Did not change"	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Very Strongly Agree	Hypothesis testing	NA	Cognitive science	prereg	Because of the nature of my research approach (experiments) it has been natural to adopt the pre-registration approach. With explorative studies, for example test development, it is less straightforward.	NA
2020-01-21 20:08:31	2020-01-21 20:12:18	IP Address	100	226	True	2020-01-21 20:12:18	R_2f3UmrSPnTn5pRa	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	6	"4
Did not change"	5	"4
Four"	"4
Did not change"	5	3	5	Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Hypothesis testing	NA	political psychology	prereg	NA	NA
2020-01-21 20:18:13	2020-01-21 20:20:46	IP Address	100	153	True	2020-01-21 20:20:46	R_3EnzCPm2xONYpjy	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	6	5	"4
Did not change"	"4
Four"	"4
Did not change"	Not applicable	3	3	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Always	Strongly Agree	Hypothesis testing	NA	Social psych	prereg	NA	NA
2020-01-21 21:24:59	2020-01-21 21:28:31	IP Address	100	211	True	2020-01-21 21:28:31	R_saEXGfjLJaLXr1v	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"4
Did not change"	"7
Got more thought-through"	5	5	"4
Four"	"7
Got better"	5	I do not know	5	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sometimes	Agree	Hypothesis testing	NA	judgement and decision-making	prereg	NA	NA
2020-01-21 21:29:17	2020-01-21 21:32:50	IP Address	100	213	True	2020-01-21 21:32:50	R_30jJXkpehIS49Uf	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	5	3	3	Very Strongly Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Neither Agree or Disagree	Hypothesis testing	NA	Consumer Behavior	prereg	I'm agnostic about pre-registration. I do it because it seems like where the field is headed.	NA
2020-01-21 22:23:04	2020-01-21 22:28:39	IP Address	100	334	True	2020-01-21 22:28:39	R_30ocXWNw0JXXC7N	email	EN	Yes	Yes	Yes	Yes	Yes	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"7
Got more thought-through"	"4
Four"	"7
Got better"	"7
Improved"	"7
Was shorter"	"4
Did not change"	Very Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Very Strongly Agree	Estimation	NA	meta-science	prereg	I truly believe that preregistration is an extremely useful process that generates more reliable research. It will become even more useful when new templates emerge for non-hypothesis testing research.	NA
2020-01-22 01:34:28	2020-01-22 01:36:52	IP Address	100	144	True	2020-01-22 01:36:53	R_1MTkxsaPF7vJlpa	email	EN	Yes	Yes	Yes	Yes	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4
Did not change"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	"4
Four"	"4
Did not change"	5	"4
Did not change"	"4
Did not change"	Neither Agree or Disagree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Usually	Agree	Estimation	NA	social	prereg	NA	NA
